Code,Tweet
Neither,@Lrihendry @therealroseanne That was Joy Bahar.
Neither,ValerieJarrett
Neither,ABC cancels 'Roseanne' following star's racist tweet https://t.co/TndYgfXrR1
Pro-Roseanne,@therealroseanne Great job  keep on saying what you think
Neither,Figure we should get this circulating to get ahead of the Roseanne news.   [Credit to @xkcdComic] https://t.co/A9mjdBMcJm
Neither,@therealroseanne @Cernovich @ChelseaClinton @OpenSociety Hmmmm ...see nothing wrong with this tweet
Anti-Roseanne,@realDonaldTrump Roseanne's gone. You're next! What a monster.
Anti-Roseanne,@therealroseanne hahahahaha this is exactly what you deserve idk how ppl let you back on air after your Nazi photo shoot
Anti-Roseanne,@SwampyTrump @DelayKathleen @therealroseanne Why did Dungey greenlight the show then?  The racist overtones were as... https://t.co/1kMKmjWgUf
Pro-Roseanne,@RobertIger Won't watch your channel again!! Hope @therealroseanne is picked up by another channel!!
Pro-Roseanne,@therealroseanne Had anybody looked up the Dave Chappelle Chris Rock@therealroseanne Had anybody looked up the Dave Chappelle Chris Rock Joan Rivers Vi... https://t.co/a7Vb0OKOfE
Anti-Roseanne,@therealroseanne Good bye racist!  Poof
Pro-Roseanne,@therealroseanne A joke is a joke . The world has become full of pussy whipped people
Anti-Roseanne,@therealroseanne Screw you.
Neither,@soonerrick @DeannaSader @DarbaDee @Lani6400 @therealroseanne That tweet could affect her career..that is nothing t... https://t.co/EmYAgElhst
Anti-Roseanne,@therealroseanne It wasn't a joke. Your reality bleeds racism.
Anti-Roseanne,@therealroseanne Looks like admiring Trump and following his hate speech has gotten you just what you deserve. You... https://t.co/xXP8iku78y
Anti-Roseanne,Literally all that Roseanne had to do was NOT call a black woman a monkey and she... just.... couldn't           White su... https://t.co/GTNlPvT4Hn
Anti-Roseanne,I bet those Arrested Development guys are thankful for Roseanne this morning
Anti-Roseanne,@therealroseanne Bye bitch! Lost complete respect for you.
Neither,@RiddleSean @Blue_Sunflowers @FoxNews @therealroseanne @ABC I thought you were aware of context.  Roseanne was refe... https://t.co/0dgV4cqs57
Pro-Roseanne,@therealroseanne .... unless you offend a snowflake
Pro-Roseanne,@kimmi_chelle @President1Trump @EW Don't worry that hugely Successful show Roseanne will be picked up by another network pretty soon.
Anti-Roseanne,Ape jokes about Black people you regr... https://t.co/ZxO4282G2k
Neither,@MattWalshBlog The character on Roseanne was always a left hippie type.  I don't think they were expecting this weirdness.
Neither,COVFEFE
Neither,PuertoRico
Pro-Roseanne,@CB618444 @TrumpTrainMRA4 @ABCNetwork I support Roseanne.
Pro-Roseanne,BringRoseanneback
Anti-Roseanne,@FoxNews I bet you @FoxNews hires her!! She would be perfect for your racist
Anti-Roseanne,I'm sure Roseanne is just suffering from a severe case of economic anxiety
Anti-Roseanne,@demented_goober @KayaJones @therealroseanne Hate speech.  Look it up.
Anti-Roseanne,To all the folks on the Right who are attempting to defend Roseanne. Please understand this is one of those indefen... https://t.co/FHaBNRihhA
Anti-Roseanne,@therealroseanne Errr fuck you!
Pro-Roseanne,BoycottABC
Anti-Roseanne,ABCRocks
Anti-Roseanne,@therealroseanne Sorry
Neither,Roseanne
Neither,@nicwil75 @DaddyFems @JakeSherman @therealroseanne
Anti-Roseanne,@krassenstein @SueGlashauser Thank you @ABCNetwork for canceling Roseanne due to her racism.  I hope the @NFL takes... https://t.co/ru9heFS6FG
Anti-Roseanne,@Mamaknits3 @therealroseanne I'm sorry to be the one to show you. She has a long history. It's very sad.
Neither,SaveLucifer
Neither,Roseanne
Pro-Roseanne,BoycottABC
Neither,roseanne
Anti-Roseanne,No Roseanne reboot
Neither,@TheTweetOfGod @realDonaldTrump @therealroseanne Which is more fake? @swamv39 @RoshanKrRai @AunindyoC @rohini_sgh @khadag_
Neither,Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments
Neither,SaveLucifer
Neither,@therealroseanne Mohammed is gay.
Pro-Roseanne,@RoseanneOnABC  what happened to freedom of speech!!!  Roseanne i will boycott the sponsors on ABC because they are... https://t.co/9lFDYIq38j
Anti-Roseanne,@TheChrisGlass I demand ABC consider fining Roseanne after that tweet.
Anti-Roseanne,@THEsaragilbert Yeah
Anti-Roseanne,Fuck Roseanne
Neither,@UnicornTruffles @PeterSweden7 @therealroseanne 'Conspiracy theories '     even though he's stated what he wants to do on tape many times
Neither,@therealroseanne Hahahahaha https://t.co/rOiKV4qe9Y
Pro-Roseanne,.@ValerieJarrett I stand by @therealroseanne https://t.co/yXCA2ShAqk
Neither,@KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Kaya you are wrong ... Assholes run Hollywood .. Peopl... https://t.co/iPp6y8l5qQ
Neither,@4AllSoulKind @therealroseanne Thanks for retweet
Neither,@Mjhall412 @cheerio15 @RealTrumpLady @POTUS @therealroseanne Only if we let them get away with this.
Neither,@soonerrick @debralynnsmith3 @therealroseanne
Neither,Roseanne
Anti-Roseanne,@theslickradio Fuck Roseanne as a person and organization
Pro-Roseanne,@therealroseanne Why apologize?
Neither,NobodysleepswithArnie
Neither,@Vibrantankles @therealroseanne @ChelseaClinton @OpenSociety Hey particularly on your brains!!!
Anti-Roseanne,@ABC @Resist___45 This wasn't the first time @ABC why are you acting surprised???  https://t.co/t9ODlk3YlG
Neither,@howellsuzy @JessicaValenti @therealroseanne They are if they continue to work with her.
Neither,@fedsfff @thenatureboiiii @ryanfeinberg407 @therealroseanne @thenatureboiiii's tweet sure didn't age well
Anti-Roseanne,@hollygo10 @ryanfeinberg407 @therealroseanne I had no idea regarding that comment. When I posted.  She has to be held accountable.
Pro-Roseanne,@irritatedwoman @therealroseanne @TheView That is interesting
Anti-Roseanne,@therealroseanne Bad taste or done with a purpose...you're not trusted my dear.
Neither,JohnGoodman
Neither,It took less than an hour for @jbarro's 'no way conservatives will be dumb enough to stand with Roseanne' take to i... https://t.co/BAZ97YdGVP
Pro-Roseanne,@RoseanneOnABC GOODBYE forever.  I wasn't watching anything on ABC (along with CBS and NBC) anyway
Anti-Roseanne,@therealroseanne Since you now realize you don't know any better you should reevaluate why you suppose Trump. Also... https://t.co/aZEsOxCEeQ
Neither,ROSEANNE' CANCELED AFTER ROSEANNE BARR'S RACIST TWEETS: https://t.co/wLLghwmk7C https://t.co/rXNQYGtmb6
Pro-Roseanne,@HoarseWisperer Roseanne Barr will become the new Tim Allen of the Breitbart/Fox News set.  Yet another tragic (big... https://t.co/rsYbrhJSaS
Anti-Roseanne,NEWSFLASH ASSHOLE! Roseanne's been tweeting racist shit the entire goddamn time!
Anti-Roseanne,Thank you ABC for doing the right thing with regard to Roseanne Barr
Neither,@jimlibertarian @Grtowner59Gary @therealroseanne Yes! QUESTION? How do anyone know if what she said is true or not?... https://t.co/JLXGERaPBc
Anti-Roseanne,So @therealroseanne got cancelled for offensive remarks... when will @realDonaldTrump get his white house reality show cancelled?
Pro-Roseanne,@therealroseanne Now that they cancelled you. Get back to growing ok fun and gracefully like you were. You are to r... https://t.co/UVXCEmItJI
Neither,Kapernick listening to conservatives go bat shit over Roseanne getting fired for exercising  her right to free spee... https://t.co/gAtFNJkkwk
Pro-Roseanne,Awww @ABCNetwork all butthurt over @therealroseanne joke
Anti-Roseanne,@therealroseanne Unemployed Bigot
Anti-Roseanne,Well done ROSEANNE
Pro-Roseanne,@therealroseanne move to a paid subscription service. Ignore these whack jobs!
Anti-Roseanne,@ABCNetwork Thank you. &amp; thank Channing Dungey
Neither,BREAKING: Roseanne canceled after Barr's Tweets https://t.co/1Abof1Mq1S
Neither,lovewins
Pro-Roseanne,@BillOReilly @ABC @Disney Oh please.. the 'viciousness 'by Roseanne is nothing compared to what Kimmel or Behar says and does.
Neither,@ScottDaniels447 @thepolyjunki @JerriSwann21 @1st_and_only @thegeissberger @EdKrassen @therealroseanne this just made me choke!!! LMAO
Pro-Roseanne,@MichaelSkolnik @ABC @Disney @therealroseanne So much for free speech
Anti-Roseanne,@alouise1962 @therealroseanne And what Roseanne has been spewing out looks AND sounds like hate speech so I guess w... https://t.co/aXL5Jv4p0U
Neither,ABC drops Roseanne show after racist tweet https://t.co/ShyAtwjGW3
Neither,@LawrenceBJones3 It's ABC's right to cancel Roseanne
Neither,Trump: Moon is made of cheese  US Media: Trump spreads conspiracy theory   Roseanne: That black woman is a Muslim a... https://t.co/VOLIOvrH4h
Neither,@therealroseanne   STILL Not Ready for Prime Time...
Anti-Roseanne,Did Roseanne not get the memo that the head of ABC Entertainment is black?
Neither,@therealroseanne Their are Muslim extremists who kill more Muslims than non- Muslims. They don't speak for the 1.7... https://t.co/Q4PgjmGWdc
Neither,Annnd Just Like That
Anti-Roseanne,@therealroseanne Lost your job AND leaving Twitter? I have my faith restored in the universe again.
Anti-Roseanne,@therealroseanne Ungrateful ugly whale. Go back to Russia where you belong with your bastard ancestor stupid racist... https://t.co/KctgPhELbN
Neither,Got this 5 min ago. Now I'll always think of Roseanne getting cancelled when it's on. Thanks @darkskinmanson https://t.co/ZtIlrPZywT
Neither,FireAprilRyan
Anti-Roseanne,@HollaAtYoKabob Roseanne sucks
Anti-Roseanne,@therealroseanne  Awwww SOOOOOO sorry. Not.
Anti-Roseanne,@therealroseanne Did you forget to look in the mirror again before you opened your mouth? You USED to be funny....not anymore.
Neither,bachelorette
Anti-Roseanne,@therealroseanne You're only sorry cuz you got caught . Just like Paula deen . Disgusting racist person you're . So... https://t.co/3kT8KBSgon
Anti-Roseanne,Karmas a bitch! 'Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments
Neither,Hey Roseanne. It hasn't been real
Neither,Roseanne https://t.co/m6r7GHhoZM
Anti-Roseanne,@therealroseanne This is what you are. This is what you stand for. You knew exactly what you were typing and it was... https://t.co/uZ94PdtULn
Neither,@therealroseanne
Neither,HitlerJokes
Anti-Roseanne,@therealroseanne My daughter is part African American... https://t.co/iNrRRAUxnN
Anti-Roseanne,Which idiot green-lit the reboot of Roseanne
Neither,FamilyValues
Anti-Roseanne,@shondarhimes Well said!!! ABC was fantastic! What Roseanne said was a shame
Neither,La serie 'Roseanne' queda cancelada por un tuit racista de su protagonista https://t.co/UmfeaGDKON
Neither,Today hasn't been a total wash for Roseanne
Anti-Roseanne,Lmao shame on Roseanne
Pro-Roseanne,@therealroseanne EVERYONE shsould BOYCOTT ABC You have the right to say what you want.
Neither,Gritei feat. Girei que a ABC cancelou Roseanne
Pro-Roseanne,@JackPosobiec @ABC Let Fox pick it up
Anti-Roseanne,@LadyBabs07 @therealroseanne @ABC shut the feck up RussianBot... you know exactly what was said...
Anti-Roseanne,Roseanne stankin ass will be on @FOXTV next season. Bidding war going on right now. That bigot laughing all the way to the bank.
Anti-Roseanne,@louisvirtel Just announced Roseanne will be getting a new show on Fox News.  'Talking out my ass'
Anti-Roseanne,Lost in all of this Roseanne garbage is that @ChelseaClinton seems like a really nice person.
Neither,Roseanne
Anti-Roseanne,@patriciaetyson @OpalescentMoon @therealroseanne Nasty woman.
Neither,@SpittingBack @ALT_DOJ @therealroseanne @RoseanneOnABC That or PornHub.
Anti-Roseanne,@therealroseanne  I'll take the ape. Any day. https://t.co/RKxO4Db6uM
Anti-Roseanne,@owillis @skywaker9 Coming soon a trump and Roseanne painting from Jon McNaughton
Neither,ABC cancels 'Roseanne' after Roseanne Barr compares black Obama aide Jarrett to an ape https://t.co/6eOtc4xLNl
Pro-Roseanne,@therealroseanne You know there used to be a time where your personal life was your own and work was work they used... https://t.co/Q21DDqlVx0
Anti-Roseanne,Countdown until Fox - a.k.a.
Neither,@ReutersBiz @DinnaFash838 Good. Joy Reid probably hacked Roseanne Twitter.
Neither,@Hannahpm2028 @therealroseanne Thumbs down..
Neither,ABC cancels 'Roseanne' following star's racially charged comments https://t.co/qMtA8isknc
Pro-Roseanne,@therealroseanne Roseanne Barr I love your show when it came back from a long hiatus I love this show from the begi... https://t.co/3vAW7yt5Uj
Anti-Roseanne,@therealroseanne We must stop the hate.  Please wake up.      Peace
Neither,Roseanne Barr quits twitter after offensive comments https://t.co/6kLNXdigiw
Neither,USA TODAY: Wanda Sykes pulls out from 'Roseanne' following Roseanne Barr's racially-charged tweet. https://t.co/dz2IcEvon4  via @GoogleNews
Neither,@sppeoples JUST IN: The president of the United States is questioning the legitimacy of ABC's decision to cancel Ro... https://t.co/ad3zVAqLnA
Anti-Roseanne,@RealDonaldTrFan @homemadeguitars Better news that bitch @therealroseanne is so CANCELLED TIL IT'S HILARIOUS!  WHO... https://t.co/Pv1hqR4Jb6
Anti-Roseanne,@therealroseanne delete your account.
Neither,Roseanne
Anti-Roseanne,"@therealroseanne Your remark wasn't intended as a joke and calling a black person a ""monkey"" is some serious KKK an... https://t.co/9kxEC493nR"
Anti-Roseanne,@THEsaragilbert FUCK @therealroseanne AND GOOD RIDDANCE TO HER SHOW! https://t.co/w1IZnvg3fG
Anti-Roseanne,@bigteflon @therealroseanne she took a pic as a Nazi burning a Jewish delicacies. She should not of ever been given that platform.
Anti-Roseanne,good riddance roseanne. no place in 2018 for you racist old scum bags.
Anti-Roseanne,@therealroseanne Time to put the crackpipe down
Anti-Roseanne,@therealroseanne ByeFelicia
Anti-Roseanne,@therealroseanne Wasn't a joke and everyone knows it.
Pro-Roseanne,@therealroseanne Why! The ar a bunch of one way Liberal asses! It's okay for The View.. Jimmy Kimball all that bash... https://t.co/UDiPkEoHnq
Pro-Roseanne,@_RayStern @KayaJones @therealroseanne Orly? Kimmel still have a job?
Neither,@JTMYVA @therealroseanne Joey...Soros was 2 when Dachau opened...you dumbass.
Anti-Roseanne,I saved a ton of energy by blocking her on the first day.  Roseanne got canceled!
Anti-Roseanne,@therealroseanne Great job
Neither,@MarkDice @therealroseanne it causes them to frenzy
Pro-Roseanne,@Sheckyi I'm FUMING!!! The Socialist Nazi's that control everything cancelled @therealroseanne show because she use... https://t.co/38pcWyuwLw
Anti-Roseanne,"@Thom_Hartmann ""You can put lipstick on a [Racist] Pig"
Neither,@LadyBabs07 @bearypatch @therealroseanne @ABC @realDonaldTrump @POTUS Nearly half of his followers are bots. Look it up.
Neither,ABC
Neither,Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments
Anti-Roseanne,@morninggloria Maybe this time Roseanne has the heart attack and the rest of the Conner family get to go on in peace and prosperity?
Neither,Left
Neither,@IsaacDovere The second season could have introduced a character who enlightens Roseanne on her ways. 'All in the F... https://t.co/BMcTnsxteZ
Anti-Roseanne,Trump worshippers are deflecting Roseanne's racism by once again bringing up Hillary Clinton.   It's beyond patheti... https://t.co/Er006vmxKj
Neither,@davidcomee @Jacksteal7 @JudyKurtz @ABCNetwork @TheView So David are you saying that they do arms those that disagr... https://t.co/8oFdI58ySD
Anti-Roseanne,@josephmcclung81 @FoxNews @therealroseanne You stand behind someone who calls black women apes. Got it.
Neither,@GinaLuciana @EfCovfefe @belikemike @gene_meinen @therealroseanne Lol well regardless it's not a dependable fact ch... https://t.co/45zDElDqxn
Neither,@therealroseanne @ChelseaClinton @OpenSociety You're an idiot. Soros was only 14 years old when the war ended.
Pro-Roseanne,@DanaPerino Dana
Anti-Roseanne,Cada vez que se acaba la carrera de una persona racista de mierda como @therealroseanne me tomo un margarita doble. https://t.co/WyumWLVK2A
Anti-Roseanne,@therealroseanne Congratulations. You being a racist on Twitter just caused a bunch of good people to lose their jo... https://t.co/XzrH61vW6d
Anti-Roseanne,What part of 'We have no freedom of speech' dont people understand??!!  What you say
Anti-Roseanne,Let's not forget @ABC did the reboot after this already happened. It's not shocking she is considered a racist. https://t.co/wM38mUckdT
Neither,cancelled
Pro-Roseanne,@therealroseanne Find a new network!!
Anti-Roseanne,@therealroseanne Better sign up for those food stamps. You gonna need that EBT CARD IRL NOW! Ha ha
